seller_id,seller_zip_code_prefix,seller_city,seller_state,seller_total_orders,seller_revenue,seller_avg_review,seller_avg_delivery_days,seller_avg_processing_hours,seller_product_diversity,seller_avg_freight,seller_customer_count,seller_late_delivery_rate,seller_early_delivery_rate,seller_revenue_rank,seller_performance_tier,seller_avg_order_value,seller_review_count
d2e753bb80b7d4faa77483ed00edc8ca,45810,porto seguro,BA,14,1320.7,3.625,12.248682725694444,9.71451388888889,9,30.282666666666668,14,6.25,93.75,1235,Gold,94.33571428571429,16
f9ec7093df3a7b346b7bcf7864069ca3,5138,sao paulo,SP,9,519.2,4.777777777777778,6.317723765432099,1.2800617283950617,9,13.214444444444446,9,0.0,88.88888888888889,1788,Silver,57.6888888888889,9
4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,SP,3,684.0,3.6666666666666665,5.894976851851851,1.8100925925925926,1,18.833333333333332,3,0.0,100.0,1660,Silver,228.0,3
4cf490a58259286ada5ba8525ba9e84a,14910,tabatinga,SP,8,1254.2,3.125,24.765550595238096,14.402916666666666,6,19.39875,8,0.0,87.5,1280,Gold,156.775,8
f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,26,5087.57,4.592592592592593,12.465313835470086,11.901748971193415,16,31.29407407407407,26,3.7037037037037033,88.88888888888889,559,Platinum,195.67576923076922,27
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,89,4476.9,4.541666666666667,8.793597690110323,13.078920717592593,45,14.470104166666667,89,3.125,91.66666666666666,618,Platinum,50.30224719101123,96
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,7,596.55,1.9285714285714286,22.271045227920226,2.5521230158730157,7,19.13769230769231,7,28.57142857142857,64.28571428571429,1726,Silver,85.22142857142856,14
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,52,2843.0,3.0,27.20355324074074,8.161227272727272,34,14.334545454545454,52,27.27272727272727,65.45454545454545,842,Gold,54.67307692307692,54
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR,1,29.9,2.0,,11.437777777777777,1,38.14,1,0.0,0.0,2714,Bronze,29.9,1
116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,61,2004.89,4.602739726027397,8.779757420091324,10.247929984779299,27,12.923835616438355,61,2.73972602739726,94.52054794520548,1014,Gold,32.86704918032787,73
430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,20,3118.4,4.0,14.35659201388889,7.568399470899472,14,27.915714285714287,20,4.761904761904762,90.47619047619048,796,Gold,155.92000000000002,20
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,45,3648.08,4.326086956521739,13.607906350644123,6.36072695035461,19,20.175744680851064,45,10.638297872340425,85.1063829787234,738,Platinum,81.06844444444444,46
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR,6,1304.67,3.5,12.341614583333333,4.17412037037037,6,31.560000000000002,6,0.0,66.66666666666666,1249,Gold,217.44500000000002,6
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,4,60.05,3.5,5.304830246913579,20.17666666666667,4,7.39,4,0.0,75.0,2627,Bronze,15.0125,4
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC,2,75.0,5.0,10.566354166666667,13.164027777777779,3,15.945,2,0.0,100.0,2580,Bronze,37.5,4
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,54,1425.2,4.559322033898305,7.471924489144317,9.1500329566855,35,12.409152542372881,54,5.084745762711865,93.22033898305084,1193,Gold,26.392592592592592,59
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,10,871.8,4.416666666666667,7.378122106481482,4.442476851851851,2,20.768333333333334,10,0.0,100.0,1490,Gold,87.17999999999999,12
1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,78,13602.73,4.089743589743589,14.565484607984606,11.461905766526021,5,30.895949367088612,78,5.063291139240507,92.40506329113924,198,Platinum,174.39397435897436,78
1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP,3,896.0,3.75,5.429124228395062,15.299583333333334,2,12.3575,3,0.0,75.0,1476,Gold,298.6666666666667,4
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,1,161.0,5.0,13.07738425925926,23.676666666666666,1,40.34,1,0.0,100.0,2356,Bronze,161.0,1
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,4,125.2,1.375,13.50111689814815,23.622569444444444,2,8.255,4,37.5,37.5,2455,Bronze,31.3,8
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,25,1650.98,4.5,10.69655137108262,9.432521367521367,6,14.908076923076923,25,0.0,100.0,1106,Gold,66.0392,26
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,20,1718.3,4.1,13.77093576388889,4.5620972222222225,6,19.176,20,10.0,90.0,1082,Gold,85.91499999999999,20
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,14,475.59999999999997,4.428571428571429,14.864153311965813,1.410575396825397,2,16.995,14,0.0,92.85714285714286,1841,Silver,33.97142857142857,14
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,2,321.8,5.0,7.190133101851853,0.5418055555555555,1,16.49,2,0.0,100.0,2040,Silver,160.9,2
5c030029b5916fed0986310385ec9009,88075,sao jose,SC,7,4164.4,4.9,5.369206018518518,4.809888888888889,6,91.55,7,0.0,100.0,650,Platinum,594.9142857142857,10
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,6,249.39999999999998,3.6,13.170179398148148,5.980416666666666,5,14.558333333333332,6,0.0,100.0,2176,Silver,41.56666666666666,5
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,2,175.98,5.0,9.96112847222222,20.06513888888889,1,18.295,2,0.0,100.0,2322,Bronze,87.99,2
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,99,22873.21,3.073394495412844,21.292399010530136,6.037780326197757,54,19.064770642201836,99,10.091743119266056,83.4862385321101,114,Platinum,231.04252525252525,109
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,1,29.9,5.0,11.071064814814815,0.24416666666666667,1,17.14,1,0.0,100.0,2714,Bronze,29.9,1
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,12,2571.95,4.230769230769231,17.693314636752138,12.825662393162391,9,23.25153846153846,12,0.0,100.0,896,Gold,214.32916666666665,13
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,3,627.0,3.6666666666666665,32.80336033950618,28.722592592592594,1,55.446666666666665,3,33.33333333333333,66.66666666666666,1703,Silver,209.0,3
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,2,456.0,4.5,6.369074074074074,12.774444444444443,1,14.17,2,0.0,100.0,1860,Silver,228.0,2
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,29,11900.9,3.242424242424242,19.68345833333333,3.94429012345679,7,20.96527777777778,29,8.333333333333332,75.0,248,Platinum,410.3758620689655,33
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,61,2989.2999999999997,4.04054054054054,10.619922422422423,6.388246996996997,29,11.975479452054795,61,4.054054054054054,95.94594594594594,817,Gold,49.00491803278688,74
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,43,4642.59,3.659090909090909,16.851660090488217,11.099665404040405,8,20.787499999999998,43,20.454545454545457,75.0,603,Platinum,107.96720930232559,44
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,5,423.6,5.0,10.239402777777778,16.183166666666665,2,13.662,5,0.0,100.0,1894,Silver,84.72,5
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,14,346.59999999999997,3.466666666666667,14.296866096866097,11.238018518518519,10,13.925999999999998,14,6.666666666666667,80.0,2006,Silver,24.757142857142856,15
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,5,257.25,4.4,8.816810185185187,3.4752222222222224,1,38.826,5,0.0,100.0,2160,Silver,51.45,5
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,14,745.0,4.0,14.189191468253968,7.85327380952381,7,16.143571428571427,14,7.142857142857142,92.85714285714286,1608,Silver,53.214285714285715,13
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,2,376.8,1.0,34.95599537037037,24.830555555555556,2,18.994999999999997,2,0.0,50.0,1961,Silver,188.4,2
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,8,498.61,4.444444444444445,11.545720164609055,2.602314814814815,7,17.186666666666667,8,0.0,100.0,1818,Silver,62.32625,9
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,2,351.8,2.5,20.768761574074073,0.22791666666666666,1,35.224999999999994,2,0.0,50.0,1996,Silver,175.9,2
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,21,5264.19,4.541666666666667,10.815350597993827,14.622893518518518,17,19.925416666666667,21,0.0,100.0,543,Platinum,250.67571428571432,24
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,42,1971.55,4.155555555555556,9.355028806584363,11.384395061728396,13,19.04688888888889,42,6.666666666666667,91.11111111111111,1020,Gold,46.94166666666666,45
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,22,3013.78,3.772727272727273,6.7771659301346805,17.726022727272728,4,18.485,22,4.545454545454546,90.9090909090909,811,Gold,136.99,22
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,44,3353.48,3.6444444444444444,13.762621393195522,12.60974074074074,15,17.734222222222222,44,8.88888888888889,82.22222222222221,767,Platinum,76.21545454545455,45
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,3,159.6,4.5,9.544210069444444,0.18979166666666666,4,15.24,3,0.0,100.0,2361,Bronze,53.199999999999996,4
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,34,4449.0,4.128205128205129,7.579306445868945,6.012158119658119,13,16.213076923076922,34,0.0,100.0,623,Platinum,130.85294117647058,39
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,162,25670.72,4.1602209944751385,12.603594933712122,7.114561080417434,113,16.573480662983428,162,10.497237569060774,85.0828729281768,98,Platinum,158.46123456790124,181
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,336,176431.87,4.206489675516224,11.335140901771338,19.581960784313726,186,18.59464705882353,336,4.411764705882353,89.41176470588236,6,Platinum,525.0948511904762,339
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,1,35.0,1.0,,1.1325,1,10.96,1,0.0,0.0,2702,Bronze,35.0,1
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,2,289.8,5.0,7.698258101851852,2.7690277777777776,2,18.65,2,0.0,100.0,2108,Silver,144.9,2
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,324,9771.43,3.9020771513353116,13.364597305638972,13.919200879765397,116,15.285294117647059,324,7.9178885630498534,89.14956011730204,298,Platinum,30.158734567901234,337
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,4,1011.52,4.5,9.351059027777778,12.795208333333333,1,18.5775,4,25.0,75.0,1406,Gold,252.88,4
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,338,34725.43,4.421052631578948,11.322033060469687,9.092626192674668,88,18.990720221606647,338,4.1551246537396125,94.45983379501385,68,Platinum,102.73795857988166,361
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,8,1256.0,4.777777777777778,9.192312242798355,9.610833333333334,4,15.66,8,0.0,88.88888888888889,1278,Gold,157.0,9
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,2,84.0,4.5,5.555057870370371,15.328194444444446,1,10.82,2,0.0,100.0,2560,Bronze,42.0,2
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,103,4752.51,3.2857142857142856,15.381242459315375,9.454898424543948,38,17.09702290076336,103,11.194029850746269,84.32835820895522,589,Platinum,46.14087378640777,133
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,134,7094.09,4.222222222222222,8.58964369534465,7.370295019157088,76,14.284206896551725,134,2.7586206896551726,96.55172413793103,427,Platinum,52.94097014925373,144
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,2,1692.0,3.6666666666666665,11.964158950617284,0.49898148148148147,1,168.53333333333333,2,0.0,100.0,1090,Gold,846.0,3
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,1,152.42,5.0,9.042847222222223,0.38861111111111113,1,48.12,1,0.0,100.0,2377,Bronze,152.42,1
3296662b1331dea51e744505065ae889,15805,catanduva,SP,1,517.8,5.0,3.404826388888889,0.5669444444444445,1,27.71,1,0.0,100.0,1793,Silver,517.8,1
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,21,1804.01,4.2592592592592595,8.472231095679012,16.072583333333334,13,12.623666666666667,21,6.666666666666667,80.0,1057,Gold,85.90523809523809,27
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,17,11702.1,4.294117647058823,12.072742374727667,16.549297385620918,7,19.217058823529413,17,5.88235294117647,94.11764705882352,258,Platinum,688.3588235294118,17
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,82,9177.9,4.144444444444445,12.077232767489711,10.885339506172839,31,32.31438202247191,82,3.296703296703297,94.5054945054945,326,Platinum,111.92560975609756,90
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,40,2148.49,3.9523809523809526,13.57789489638448,10.130813492063492,20,20.165,40,4.761904761904762,95.23809523809523,977,Gold,53.71225,42
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,60,19242.9,4.2,9.836265432098765,8.202935185185186,30,15.169,60,5.0,88.33333333333333,130,Platinum,320.71500000000003,60
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,162,13248.87,4.101604278074866,11.966702564864331,10.64204048463357,16,18.13220430107527,162,3.723404255319149,95.74468085106383,209,Platinum,81.78314814814816,187
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,13,2470.9,4.666666666666667,8.098435956790123,7.183425925925927,4,15.267999999999999,13,0.0,100.0,912,Gold,190.06923076923078,15
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,1,119.9,5.0,1.869537037037037,0.23972222222222223,1,13.94,1,0.0,100.0,2467,Bronze,119.9,1
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,50,17159.0,3.9183673469387754,14.357426303854876,6.500066666666666,37,19.9846,50,16.0,82.0,149,Platinum,343.18,49
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,10,2943.51,3.9,11.793770576131687,2.641,8,23.991999999999997,10,0.0,90.0,825,Gold,294.351,10
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,1,99.9,5.0,22.515162037037037,0.1361111111111111,1,16.14,1,0.0,100.0,2512,Bronze,99.9,1
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,1,189.9,5.0,7.103148148148148,15.086666666666666,1,14.91,1,0.0,100.0,2291,Bronze,189.9,1
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,17,399.0,3.176470588235294,13.25094566993464,14.63937908496732,5,15.571764705882355,17,5.88235294117647,94.11764705882352,1929,Silver,23.470588235294116,17
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,5,579.5,3.8,18.56,9.45761111111111,5,18.966,5,20.0,80.0,1739,Silver,115.9,5
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,17,1118.6000000000001,3.9444444444444446,8.133234310699589,7.42625,4,16.755555555555556,17,0.0,100.0,1346,Gold,65.80000000000001,18
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,11,1146.88,4.916666666666667,6.035258487654321,14.464027777777778,2,17.919999999999998,11,0.0,91.66666666666666,1334,Gold,104.26181818181819,12
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,60,5151.9,4.525,10.457269965277778,12.038315972222222,39,15.337,60,2.5,97.5,553,Platinum,85.865,80
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,4,749.6,4.75,6.52150462962963,0.35625,3,23.5825,4,0.0,100.0,1603,Silver,187.4,4
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,33,3522.0,3.8085106382978724,11.097764146090535,17.147139479905437,18,16.992340425531914,33,4.25531914893617,89.36170212765957,750,Platinum,106.72727272727273,47
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,2,1218.9,4.5,6.894334490740741,0.7645833333333334,2,21.910000000000004,2,0.0,100.0,1294,Gold,609.45,2
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,11,7401.94,4.25,10.060541087962962,16.194814814814816,8,26.8275,11,0.0,100.0,411,Platinum,672.9036363636363,12
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,1,239.9,5.0,18.136979166666666,0.2477777777777778,1,77.47,1,0.0,100.0,2195,Silver,239.9,1
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,2,159.8,4.5,3.0130844907407406,6.269861111111111,1,10.760000000000002,2,0.0,100.0,2360,Bronze,79.9,2
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,1,19.9,5.0,6.968645833333333,14.44138888888889,1,15.23,1,0.0,100.0,2749,Bronze,19.9,1
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,82,4190.72,4.34375,11.13193118248457,11.966574074074074,47,19.55157894736842,82,2.083333333333333,97.91666666666666,647,Platinum,51.10634146341464,96
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,6,349.9,3.7142857142857144,9.560673225308642,15.03234126984127,5,12.674285714285714,6,0.0,85.71428571428571,2000,Silver,58.31666666666666,7
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,6,6080.0,4.833333333333333,17.545335648148146,12.433842592592592,2,54.056666666666665,6,0.0,83.33333333333334,500,Platinum,1013.3333333333334,6
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,1,21.6,4.0,9.267129629629629,0.3325,1,15.1,1,0.0,100.0,2743,Bronze,21.6,1
62760d278921b5f352461620d68a9cee,13320,salto,SP,3,397.0,3.6666666666666665,19.679513888888888,23.937592592592594,2,17.7,3,33.33333333333333,66.66666666666666,1934,Silver,132.33333333333334,3
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,8,1063.92,4.625,6.2112832754629625,10.812986111111112,7,14.71375,8,0.0,100.0,1375,Gold,132.99,8
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,7,569.7,4.428571428571429,9.842959656084657,3.516031746031746,4,18.90857142857143,7,0.0,100.0,1748,Silver,81.38571428571429,7
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,42,2323.3,4.3023255813953485,9.532752371273713,14.183817829457364,30,16.377674418604652,42,2.3255813953488373,90.69767441860465,940,Gold,55.31666666666666,43
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,2,596.26,1.5,28.20550925925926,18.348472222222224,1,28.745,2,50.0,0.0,1727,Silver,298.13,2
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,2,52.0,5.0,5.309016203703703,15.533888888888889,1,18.28,2,0.0,100.0,2652,Bronze,26.0,2
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,182,17348.79,4.040909090909091,12.52536684553872,7.4329654654654655,93,18.668363636363637,182,4.504504504504505,94.14414414414415,145,Platinum,95.32302197802198,220
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,272,55350.55,4.301418439716312,10.647537595219333,8.607745726495727,9,21.648861209964412,272,2.4475524475524475,96.15384615384616,31,Platinum,203.49466911764708,282
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,1,269.9,5.0,13.000717592592592,11.873055555555556,1,43.71,1,0.0,100.0,2135,Silver,269.9,1
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,3,608.6,3.3333333333333335,16.772862654320985,16.348981481481484,3,47.31,3,33.33333333333333,66.66666666666666,1713,Silver,202.86666666666667,3
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,19,1878.58,4.136363636363637,7.71035563973064,9.90010101010101,14,16.914545454545454,19,4.545454545454546,95.45454545454545,1038,Gold,98.87263157894736,22
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,144,18729.64,3.7565789473684212,13.167524987736082,10.892267610748002,77,20.73392156862745,144,4.57516339869281,94.11764705882352,136,Platinum,130.06694444444443,152
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,1,179.9,5.0,5.168472222222222,18.279166666666665,1,8.52,1,0.0,0.0,2313,Bronze,179.9,1
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,10,293.2,3.5,14.386840277777779,21.68888888888889,4,14.107999999999999,10,10.0,90.0,2104,Silver,29.32,10
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,1,185.0,1.0,,0.8011111111111111,1,51.79,1,0.0,0.0,2303,Bronze,185.0,1
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,3,228.4,5.0,5.69443287037037,13.138796296296297,3,16.30666666666667,3,0.0,100.0,2211,Silver,76.13333333333334,3
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,4,173.99,4.0,6.603399884259259,4.583263888888888,3,7.9325,4,25.0,75.0,2328,Bronze,43.4975,4
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,93,9731.85,4.336734693877551,9.44808967496142,5.107369614512471,65,13.701938775510204,93,4.081632653061225,93.87755102040816,301,Platinum,104.64354838709677,98
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,36,4088.0,3.7222222222222223,16.837109374999997,7.83773148148148,19,30.56472222222222,36,5.555555555555555,91.66666666666666,662,Platinum,113.55555555555556,36
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,3,452.88,4.0,7.7213618827160495,0.28185185185185185,3,26.993333333333336,3,0.0,100.0,1866,Silver,150.96,3
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,21,8295.13,3.64,13.07875251610306,16.987955555555555,11,26.242499999999996,21,8.0,84.0,357,Platinum,395.00619047619045,25
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,17,5193.83,2.95,10.407467714424952,2.9444861111111114,11,35.766,17,15.0,80.0,547,Platinum,305.51941176470586,20
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,6,1449.3999999999999,5.0,8.998383487654321,19.31138888888889,6,19.22,6,0.0,100.0,1183,Gold,241.56666666666663,5
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,10,1349.1,4.2727272727272725,10.671656144781146,19.86598484848485,7,26.816363636363636,10,0.0,100.0,1222,Gold,134.91,11
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,8,801.89,4.25,12.598758680555555,9.3746875,5,13.9775,8,12.5,87.5,1547,Silver,100.23625,8
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,19,389.71999999999997,4.105263157894737,5.417617669753087,7.743216374269005,5,9.667368421052632,19,5.263157894736842,84.21052631578947,1945,Silver,20.51157894736842,19
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,42,10930.02,3.3176470588235296,15.12251460537919,10.78736274509804,39,18.57375,42,5.88235294117647,92.94117647058823,274,Platinum,260.23857142857145,85
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,3,302.1,3.2222222222222223,9.059162808641975,0.23182098765432102,3,12.86888888888889,3,0.0,100.0,2080,Silver,100.7,9
